service group,department,organisation,staff group,metric,month
Neighbourhood Services,Int Team Taunton & West Som,Taunton Integrated Rehabilitation Team 61502,Additional Clinical Services,Hires,6
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Secondments within PCN 69003,Nursing and Midwifery Registered,Sickness,6
Surgical Services,Bariatrics,Bariatric Surgery Med Stf 10004,Allied Health Professionals,Leavers,6
Neighbourhood Services,Int Team Taunton & West Som,Taunton Area Wellbeing Service 61500,Additional Clinical Services,Hires,6
Neighbourhood Services,South Petherton Comm Hospital,South Petherton Wards 20623,Nursing and Midwifery Registered,Hires,6
Medical Services,Care of the Older Person DEPT,Triscombe CO Older Persons Unit 20401,Nursing and Midwifery Registered,Leavers,6
Neighbourhood Services,Minehead Community Hospital,Med Comm Hosp Inp Minehead 21625,Medical and Dental,Sickness,6
Surgical Services,Gastro,Hestercombe North 13004,Nursing and Midwifery Registered,Leavers,6
Neighbourhood Services,Stroke Services DEPT,Stroke 20641,Administrative and Clerical,Leavers,6
Corporate Support Services,MLT Central,Medical Central Team 00307,Add Prof Scientific and Technic,Sickness,6
Neighbourhood Services,Stroke Services DEPT,Stroke 20641,Nursing and Midwifery Registered,Leavers,6
SSL Corporate,SSL Central Management Level 5,Covid-19 S75310,Administrative and Clerical,Sickness,6
Surgical Services,Vascular,Vascular Nurse 10013,Nursing and Midwifery Registered,Leavers,6
Mental Health and Learning Disabilities,CMHS East,Personality Disorders South Somerset 51261,Nursing and Midwifery Registered,Sickness,6
Surgical Services,Upper GI,ESAC 10002,Administrative and Clerical,Sickness,6
Mental Health and Learning Disabilities,CMHS West,Transformation West 51170,Nursing and Midwifery Registered,Hires,6
Corporate Support Services,Digital,Digital Delivery 05015,Nursing and Midwifery Registered,Sickness,6
Surgical Services,Urology,SIU Continence Nurses 16003,Administrative and Clerical,Sickness,6
Medical Services,Endocrinology,Endocrinology Med Stf 21100,Administrative and Clerical,Sickness,6
Surgical Services,Acute Surgery,Montacute South 10008,Administrative and Clerical,Hires,6
Clinical Support and Cancer Services,Oncology,Chemotherapy Nurse 76224,Nursing and Midwifery Registered,Leavers,6
Surgical Services,Acute Surgery,Surgery Ward 4A 75805,Nursing and Midwifery Registered,Leavers,6
Neighbourhood Services,Integrated Team South Som,Rehab South Somerset 61401,Allied Health Professionals,Leavers,6
Corporate Support Services,Experience & Learning,Simulation 02070,Allied Health Professionals,Sickness,6
Clinical Support and Cancer Services,Oncology,Cancer Nursing 76223,Nursing and Midwifery Registered,Leavers,6
Neighbourhood Services,Integrated Team Mendip,Mendip Older People 61204,Additional Clinical Services,Leavers,6
Medical Services,Respiratory,Medicine Ward 9A 76281,Additional Clinical Services,Hires,6
Medical Services,Dermatology,Dermatology Medical Staff 75853,Medical and Dental,Hires,6
Medical Services,Endocrinology,Endocrinology Med Stf 21100,Medical and Dental,Leavers,6
Surgical Services,Outpatients,Phlebotomy Staff 20260,Additional Clinical Services,Hires,6
Clinical Support and Cancer Services,Oncology,Beacon Physicists 34300,Healthcare Scientists,Leavers,6
Corporate Support Services,Director of Communications,Medical Photography 00150,Add Prof Scientific and Technic,Sickness,6
Surgical Services,Gastro,Gastro Admin 13008,Administrative and Clerical,Hires,5
Operational Management,Director of Elective Care DEPT,RTT Validation Team 75719,Administrative and Clerical,Hires,5
CYP & Families Services,Early Intervention & Spec Svs,CAMHS Forensic 40090,Add Prof Scientific and Technic,Hires,5
CYP & Families Services,Somerset,Primary Care Dental Service 44010,Medical and Dental,Leavers,5
Clinical Support and Cancer Services,Therapies DEPT,Outpatient Therapists 75841,Administrative and Clerical,Leavers,5
Surgical Services,Gastro,Gastro Medical Staff YDH 76261,Medical and Dental,Hires,5
CYP & Families Services,Somerset,Primary Care Dental Service 44010,Additional Clinical Services,Hires,5
Neighbourhood Services,Williton Community Hospital,Williton Meadow Ward 20633,Nursing and Midwifery Registered,Leavers,5
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Psychiatric Liaison Service - West 52150,Nursing and Midwifery Registered,Leavers,5
Surgical Services,Head & Neck,Audiology 12011,Additional Clinical Services,Hires,5
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Mendip Crisis Resolution Team 52200,Additional Clinical Services,Leavers,5
SSL Corporate,SSL Facilities Hard FM Level 5,SSL Mechanical Maintenance S75369,Estates and Ancillary,Leavers,5
Operational Management,Discharge Team,Discharge Team 00010,Additional Clinical Services,Hires,5
Medical Services,Acute/General Medicine DEPT,Jasmine R2G Ward 75734,Nursing and Midwifery Registered,Leavers,5
Surgical Services,Acute Surgery,Montacute North 00004,Additional Clinical Services,Hires,5
Surgical Services,Acute Surgery,Surgical Decisions Unit 10005,Nursing and Midwifery Registered,Hires,5
Mental Health and Learning Disabilities,STEP (EIP),Somerset Team For Early Psychosis (STEP) 55303,Nursing and Midwifery Registered,Hires,5
Mental Health and Learning Disabilities,STEP (EIP),Somerset Team For Early Psychosis (STEP) 55303,Additional Clinical Services,Hires,5
Clinical Support and Cancer Services,Oncology,Beacon Physicists 34300,Healthcare Scientists,Hires,5
Medical Services,Acute/General Medicine DEPT,Jasmine R2G Ward 75734,Nursing and Midwifery Registered,Hires,5
Clinical Support and Cancer Services,Medical Imaging,Medical Physics 32100,Healthcare Scientists,Hires,5
Clinical Support and Cancer Services,Haematology,Beacon Day Ward 33200,Nursing and Midwifery Registered,Hires,5
Clinical Support and Cancer Services,Medical Imaging,Radiology Medical Staff 76362,Medical and Dental,Leavers,5
Medical Services,Acute/General Medicine DEPT,Med Staff - Acute Physicians 76208 DO NOT USE,Medical and Dental,Leavers,5
Surgical Services,Breast,Breast Care Centre 16001,Medical and Dental,Hires,5
Clinical Support and Cancer Services,Medical Imaging,Radiology ATOs 76360,Additional Clinical Services,Leavers,5
Mental Health and Learning Disabilities,Medical Inpatients,Med OPMH Inp Pyrland Ward 62070,Medical and Dental,Leavers,5
Medical Services,Acute/General Medicine DEPT,Portman Ward 11 20901,Nursing and Midwifery Registered,Leavers,5
Clinical Support and Cancer Services,Oncology,Med Onc Medical Staff 76228,Medical and Dental,Leavers,5
SSL Corporate,SSL Facilities Soft FM Level 5,SSL Hotel Services S75387,Estates and Ancillary,Hires,5
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Inpatient & Home Treatment Team Psychologist Team 50101,Additional Clinical Services,Hires,5
Medical Services,Acute/General Medicine DEPT,AMU - 6B 76209,Nursing and Midwifery Registered,Leavers,5
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Inpatient & Home Treatment Team Psychologist Team 50101,Add Prof Scientific and Technic,Leavers,5
Surgical Services,Endoscopy,Endoscopy MPH 13002,Additional Clinical Services,Leavers,5
Surgical Services,T&O,Outpat- Orthopaedic MPH 18005,Nursing and Midwifery Registered,Leavers,5
East Revenue - Level 2,Urgent Care,Gastro Nurse Pain & Substance Misuse,Nursing and Midwifery Registered,Sickness,5
Clinical Support and Cancer Services,Therapies DEPT,Dietetics 38500,Additional Clinical Services,Hires,5
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Court Assessment Team 54400,Additional Clinical Services,Leavers,5
SSL Corporate,SSL Facilities Hard FM Level 5,SSL Electrical Maintenance S75364,Estates and Ancillary,Leavers,5
Mental Health and Learning Disabilities,Talking Therapies,Talking Therapies Team 55304,Additional Clinical Services,Leavers,5
Mental Health and Learning Disabilities,Urgent Care & Forensic Servs,Ash Ward Team 50160,Additional Clinical Services,Leavers,5
Surgical Services,Head & Neck,Audiology 12011,Administrative and Clerical,Hires,5
Medical Services,Acute/General Medicine DEPT,Acute Medical Unit 20201,Administrative and Clerical,Leavers,5
SSL Corporate,SSL Facilities Hard FM Level 5,SSL Outpatient Pharmacy S75379,Additional Clinical Services,Hires,5
Surgical Services,ENT,ENT Medical Staff 75857,Medical and Dental,Hires,5
Clinical Support and Cancer Services,Pathology,Pathology - MPH 31000,Healthcare Scientists,Hires,5
CYP & Families Services,Community Paediatrics,Paediatric Therapies Mendip 42010,Allied Health Professionals,Leavers,5
Corporate Support Services,Dir of Quality & Involvement,Clinical Governance 75485,Administrative and Clerical,Hires,5
Neighbourhood Services,West Mendip Community Hospital,West Mendip Administration 21680,Administrative and Clerical,Leavers,5
CYP & Families Services,Somerset,Dental Access Centre - Taunton 44010,Additional Clinical Services,Leavers,5
Corporate Support Services,Ext Recharges,Psychology Exeter 00808,Add Prof Scientific and Technic,Hires,5
Corporate Support Services,Medical Examiner,Medical Examiners 00311,Medical and Dental,Hires,5
Corporate Support Services,Experience & Learning,Resuscitation Team 02001,Add Prof Scientific and Technic,Sickness,5
CYP & Families Services,Dorset,Dorset Dental Team - West 44040,Additional Clinical Services,Hires,5
Neighbourhood Services,Frome Community Hospital,Frome Wards 21603,Nursing and Midwifery Registered,Hires,5
Neighbourhood Services,Integrated Team South Som,South Somerset OPMH 61402,Additional Clinical Services,Hires,5
Neighbourhood Services,Intensive Dementia DEPT,Intensive Dementia Support Service - East 67110,Nursing and Midwifery Registered,Leavers,5
Neighbourhood Services,Intermediate Care DEPT,Bed Hub 65802,Administrative and Clerical,Leavers,5
Corporate Support Services,Experience & Learning,HR Advisor 02060,Administrative and Clerical,Hires,5
CYP & Families Services,Maternity DEPT,Maternity - Community 45020,Additional Clinical Services,Hires,5
CYP & Families Services,Maternity DEPT,Maternity - Community 45020,Additional Clinical Services,Leavers,5
Corporate Support Services,Research and Development,Research & Development 75499,Allied Health Professionals,Sickness,5
Corporate Support Services,Research and Development,Research & Development 75499,Nursing and Midwifery Registered,Leavers,5
Corporate Support Services,Estates and Facilities - SFT,Soft Facilities Management 04010,Administrative and Clerical,Leavers,5
Corporate Support Services,Research and Development,Research Delivery 00136,Additional Clinical Services,Hires,5
CYP & Families Services,Early Intervention & Spec Svs,MH in Schools 40070,Nursing and Midwifery Registered,Hires,5
Neighbourhood Services,Integrated Team Mendip,Mendip Integrated Rehabilitation East 61201,Add Prof Scientific and Technic,Sickness,5
Neighbourhood Services,Int Team N Sedge & B'Water,District Nursing Nights 60040,Additional Clinical Services,Hires,5
Corporate Support Services,Infection Control,Infection Control 75487,Administrative and Clerical,Sickness,5
Corporate Support Services,Medical Education Director of People,F2 GP Placement 75512,Medical and Dental,Leavers,5
Corporate Support Services,Medical Education Director of People,GP Resident Doctor Rot 00300,Medical and Dental,Hires,5
Neighbourhood Services,Int Team Taunton & West Som,Homeless / Rough Sleeper Team 00221,Additional Clinical Services,Hires,5
CYP & Families Services,Early Intervention & Spec Svs,CAMHS - Tier 2+ 40050,Additional Clinical Services,Sickness,5
Corporate Support Services,Medical Education Director of People,Plymouth Undergraduate 00601,Administrative and Clerical,Leavers,5
Neighbourhood Services,Int Team Taunton & West Som,Homeless / Rough Sleeper Team 00221,Nursing and Midwifery Registered,Hires,5
Corporate Support Services,Infection Control,Control of Infection 00203,Nursing and Midwifery Registered,Leavers,5
Neighbourhood Services,Integrated Team Bridgwater DEPT,Bridgwater OPMH 61004,Medical and Dental,Sickness,5
Neighbourhood Services,Int Team Taunton & West Som,Taunton Area Wellbeing Service 61500,Additional Clinical Services,Leavers,5
CYP & Families Services,Early Intervention & Spec Svs,CAMHS - Tier 2+ 40050,Add Prof Scientific and Technic,Hires,5
Neighbourhood Services,Int Team N Sedge & B'Water,LARCH Team 76014,Nursing and Midwifery Registered,Leavers,5
Surgical Services,Private Patients,Parkside 00121,Additional Clinical Services,Leavers,5
CYP & Families Services,Early Intervention & Spec Svs,CAMHS SPA 40060,Additional Clinical Services,Hires,5
CYP & Families Services,Early Intervention & Spec Svs,CAMHS SPA 40060,Administrative and Clerical,Hires,5
Neighbourhood Services,Intermediate Care DEPT,Rapid Response 67000,Nursing and Midwifery Registered,Leavers,5
Corporate Support Services,Research and Development,Research Delivery 00136,Additional Clinical Services,Leavers,5
Corporate Support Services,Estates and Facilities - SFT,Medical Electronics 04310,Add Prof Scientific and Technic,Leavers,5
Corporate Support Services,Resourcing,Talent Hub 00065,Administrative and Clerical,Hires,5
Corporate Support Services,Resourcing,Recruitment 02007,Administrative and Clerical,Hires,5
Surgical Services,Ophthalmology,Ophthalmic OPD 14002,Additional Clinical Services,Leavers,5
Corporate Support Services,Dir of Quality & Involvement,Clinical Governance 75485,Nursing and Midwifery Registered,Sickness,5
Corporate Support Services,MLT Central,Medical Director 75337,Add Prof Scientific and Technic,Hires,5
Surgical Services,Ophthalmology,Diabetic Retinopathy 14006,Additional Clinical Services,Leavers,5
CYP & Families Services,Sexual Health Services,Somerset-Wide Integrated Sexual Health 42060,Additional Clinical Services,Leavers,5
Surgical Services,T&O,Musculo-skeletal Interface OASIS 18009,Allied Health Professionals,Hires,5
Corporate Support Services,Director of Communications,Medical Photography 00150,Additional Clinical Services,Sickness,5
Neighbourhood Services,Serv Grp Mngmnt Neighbourhoods,Division Management ES 69000,Administrative and Clerical,Hires,5
Corporate Support Services,Digital,Data Engineering 05008,Administrative and Clerical,Hires,5
Corporate Support Services,Safeguarding,Safeguarding 00207,Administrative and Clerical,Leavers,5
Neighbourhood Services,Stroke Services DEPT,Stroke 20641,Administrative and Clerical,Hires,5
Corporate Support Services,Deputy CPO,Knowledge & Library Services 02017,Administrative and Clerical,Leavers,5
